type,country,date_added,release_year,rating,duration,listed_in
Movie,United States,31-Oct-15,2013,NR,85 min,Horror Movies
Movie,United States,1-Jan-19,2017,R,93 min,"Comedies, Dramas"
Movie,India,31-Dec-19,2017,TV-MA,126 min,"Dramas, Independent Movies, International Movies"
Movie,"Hong Kong, China, United States",1-Apr-20,2004,R,99 min,"Action & Adventure, Comedies, Cult Movies"
Movie,"Mexico, United States",1-Aug-18,2010,TV-Y7,79 min,"Children & Family Movies, Comedies"
Movie,United States,1-Dec-12,2010,TV-PG,26 min,"Children & Family Movies, Comedies"
Movie,"China, India, Nepal",6-Oct-17,2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies"
Movie,,1-Aug-18,2017,TV-14,133 min,"Dramas, International Movies, Romantic Movies"
Movie,United Kingdom,8-Jan-19,1998,R,95 min,"Documentaries, Music & Musicals"
TV Show,Turkey,26-Dec-16,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Movie,Turkey,10-Mar-17,2012,TV-MA,100 min,"Comedies, Dramas, International Movies"
Movie,India,1-Apr-18,2000,TV-PG,149 min,"Dramas, International Movies, Romantic Movies"
Movie,United States,12-Mar-18,2017,TV-MA,52 min,Music & Musicals
Movie,India,1-Mar-18,2004,TV-PG,165 min,"International Movies, Romantic Movies"
Movie,Argentina,1-Feb-17,2016,TV-MA,104 min,"Comedies, International Movies"
Movie,United States,1-Mar-18,2017,R,114 min,Documentaries
Movie,United States,1-Jan-20,1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals"
Movie,Italy,15-Feb-17,2016,TV-MA,88 min,"Comedies, International Movies"
TV Show,United States,,2012,TV-14,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
TV Show,,16-Oct-17,2016,TV-14,1 Season,"International TV Shows, TV Dramas"
TV Show,Mexico,2-Apr-18,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,Mexico,15-Jan-19,2010,TV-PG,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows"
TV Show,"Colombia, Mexico, United States",15-Jan-19,2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Movie,India,1-Mar-18,2016,TV-14,143 min,"Dramas, International Movies, Thrillers"
Movie,Thailand,7-Sep-18,2011,TV-MA,112 min,"Horror Movies, International Movies"
Movie,Hong Kong,5-Aug-17,2016,R,101 min,Action & Adventure
Movie,United States,1-Jul-19,2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers"
Movie,United States,18-Jan-19,2018,NC-17,83 min,"Comedies, Independent Movies"
TV Show,Colombia,1-Apr-18,2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
Movie,India,15-Mar-18,2010,TV-MA,145 min,"Dramas, International Movies"
TV Show,United Kingdom,1-Aug-17,2011,TV-14,3 Seasons,"British TV Shows, International TV Shows, TV Dramas"
Movie,"United States, Mexico",15-Sep-17,2017,TV-14,87 min,Action & Adventure
TV Show,South Korea,22-May-17,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
Movie,United States,11-Mar-20,2019,TV-MA,86 min,"Dramas, Independent Movies, LGBTQ Movies"
Movie,"United Kingdom, South Korea",1-Aug-19,2015,R,115 min,Action & Adventure
Movie,"United States, France",1-Jan-19,2010,R,93 min,"Dramas, Independent Movies, Romantic Movies"
Movie,France,1-May-18,2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies"
Movie,France,1-May-19,2014,TV-PG,54 min,"Documentaries, International Movies"
Movie,"United States, Ireland",15-Nov-19,2010,PG,100 min,"Comedies, Romantic Movies"
Movie,United States,15-Apr-20,2003,TV-Y,37 min,Children & Family Movies
Movie,United States,15-Apr-20,2011,TV-Y,33 min,Movies
Movie,United States,15-Apr-20,2011,TV-Y,35 min,Movies
Movie,,15-Apr-20,2011,TV-Y,32 min,Children & Family Movies
TV Show,United Kingdom,15-May-20,2018,TV-Y,1 Season,"British TV Shows, Kids' TV"
Movie,India,1-Aug-18,2017,TV-MA,147 min,"Comedies, Horror Movies, International Movies"
Movie,"United States, Canada",26-Dec-18,2014,PG-13,110 min,"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy"
Movie,"United States, Australia",1-Jan-20,2010,PG,97 min,Children & Family Movies
Movie,China,30-Mar-18,2017,TV-MA,108 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
Movie,Hong Kong,16-Aug-18,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies"
TV Show,United States,18-Jan-19,2017,TV-PG,1 Season,Docuseries
Movie,United States,1-Nov-19,2010,R,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
TV Show,," February 1, 2019",2017,TV-G,3 Seasons,Kids' TV
TV Show,Denmark,1-Feb-19,2018,TV-Y,1 Season,Kids' TV
Movie,,15-Jun-18,2018,TV-G,48 min,"Documentaries, International Movies"
Movie,"Denmark, China",1-Feb-19,2016,TV-Y7-FV,44 min,"Action & Adventure, Children & Family Movies"
TV Show,,20-Aug-18,2017,TV-Y,1 Season,Kids' TV
Movie,"United States, Italy",20-Dec-15,2013,TV-Y7-FV,78 min,"Children & Family Movies, Comedies"
Movie,France,15-Mar-17,2016,TV-MA,103 min,"Documentaries, International Movies, Sports Movies"
Movie,United States,31-Mar-17,1946,TV-PG,58 min,"Classic Movies, Documentaries"
TV Show,Turkey,15-Apr-17,2014,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,United States,7-Feb-19,2018,TV-14,90 min,"Comedies, LGBTQ Movies"
TV Show,Canada,2-Oct-19,2014,TV-PG,1 Season,Reality TV
Movie,United States,21-Jul-18,2014,R,89 min,"Comedies, Horror Movies, Independent Movies"
Movie,United States,1-Jun-19,2018,TV-PG,83 min,"Documentaries, LGBTQ Movies"
TV Show,United States,22-Apr-15,2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
TV Show,United Kingdom,20-Jun-16,2014,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
Movie,Canada,28-May-19,2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers"
Movie,Hong Kong,16-Aug-18,1997,TV-14,104 min,"Action & Adventure, International Movies"
Movie,United States,6-May-19,2018,TV-PG,99 min,"Dramas, Faith & Spirituality"
Movie,Mexico,1-Nov-19,1992,R,105 min,"Classic Movies, Dramas, International Movies"
Movie,United States,6-Feb-16,2015,R,94 min,"Dramas, Thrillers"
TV Show,United Kingdom," October 1, 2019",2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies"
Movie,"United States, India",21-Feb-18,2012,PG-13,150 min,Dramas
Movie,Egypt,9-May-19,2013,TV-14,111 min,"Action & Adventure, International Movies"
Movie,,1-Nov-19,1990,TV-14,116 min,"Documentaries, Music & Musicals"
Movie,Hong Kong,1-Aug-18,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies"
TV Show,Australia,1-Feb-18,2015,,1 Season,"Kids' TV, TV Comedies"
Movie,Australia,15-Mar-18,2016,TV-Y7,23 min,"Children & Family Movies, Comedies"
Movie,Australia,15-Mar-18,2016,TV-Y7,25 min,"Children & Family Movies, Comedies"
Movie,"United States, Greece, Brazil",12-Jan-17,2016,PG,85 min,"Dramas, Independent Movies"
Movie,United States,1-Dec-20,2000,PG-13,90 min,Comedies
Movie,,1-Dec-18,2018,TV-Y7-FV,68 min,"Children & Family Movies, Comedies"
Movie,,11-Jul-19,2019,TV-Y7,67 min,"Children & Family Movies, Comedies"
Movie,,22-Apr-19,2019,TV-Y7,66 min,"Children & Family Movies, Comedies"
Movie,United States,14-Jan-17,2016,NR,91 min,"Comedies, Dramas, Independent Movies"
TV Show,United States,23-Apr-17,2017,TV-G,4 Seasons,"Kids' TV, TV Comedies"
Movie,United States,25-Jul-16,2014,TV-14,87 min,Thrillers
Movie,United States,23-Dec-16,2016,PG-13,98 min,Documentaries
TV Show,Spain,1-Feb-19,2017,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
TV Show,Mexico,31-Dec-17,2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows"
Movie,United Kingdom,1-Jan-19,1998,R,108 min,"Action & Adventure, Comedies, Independent Movies"
Movie,"United Kingdom, United States",15-Jul-18,2013,R,85 min,"Dramas, Independent Movies"
Movie,"France, United States",7-May-20,2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
Movie,Mexico,30-Jul-17,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
Movie,United States,1-Nov-19,1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies"
TV Show,"South Korea, France"," May 1, 2018",2016,TV-Y,2 Seasons,Kids' TV
Movie,"United Kingdom, United States",1-Nov-19,1962,R,153 min,"Classic Movies, Dramas, Romantic Movies"
TV Show,United Kingdom,31-Mar-17,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
Movie,Canada,12-Nov-17,2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals"
Movie,Hong Kong,16-Aug-18,1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies"
Movie,Germany,9-Apr-16,2015,NR,116 min,"Comedies, International Movies"
Movie,India,1-Sep-17,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies"
TV Show,,29-Jun-18,2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
Movie,,15-Dec-17,2017,TV-14,88 min,"Documentaries, International Movies"
TV Show,Colombia,1-Aug-18,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
Movie,"United States, Australia, Samoa, United Kingdom",1-May-17,2017,TV-14,92 min,"Documentaries, Sports Movies"
TV Show,Canada," April 17, 2016",2015,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries"
TV Show,Taiwan,1-Aug-16,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,United States,17-Feb-20,2019,TV-MA,98 min,"Comedies, Romantic Movies"
Movie,Hong Kong,1-Aug-18,2010,TV-MA,103 min,"Comedies, Dramas, International Movies"
Movie,India,1-May-18,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies"
Movie,Hong Kong,16-Aug-18,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies"
TV Show,South Korea,1-May-18,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
TV Show,,18-Jun-18,2016,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
Movie,United States,15-Jul-19,2018,TV-MA,77 min,"Dramas, Thrillers"
Movie,Egypt,25-Apr-19,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies"
Movie,Indonesia,5-Jan-19,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies"
TV Show,United Kingdom,26-Jul-19,2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV"
Movie,"Germany, United Kingdom",20-Nov-19,2014,R,103 min,"Comedies, International Movies, Romantic Movies"
Movie,United States,7-May-17,2016,TV-MA,82 min,Documentaries
Movie,United States,1-Jul-18,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies"
Movie,Hong Kong,16-Aug-18,1995,TV-14,79 min,"Dramas, International Movies"
Movie,Argentina,15-Jul-18,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies"
TV Show,China,1-Sep-16,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,India,15-Nov-17,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies"
Movie,India,5-Apr-19,2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers"
Movie,"Argentina, Chile, Peru",15-Jul-16,2015,TV-MA,100 min,"Comedies, International Movies, Sports Movies"
Movie,India,1-Jul-18,2017,TV-14,117 min,"International Movies, Thrillers"
Movie,"India, France",1-Jan-18,2017,TV-PG,107 min,"Dramas, International Movies"
Movie,United States,20-Apr-16,2012,R,76 min,Comedies
Movie,India,15-Oct-17,2014,TV-MA,118 min,"Horror Movies, International Movies"
Movie,"Australia, United States",1-Aug-20,1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies"
TV Show,United States," March 22, 2015",2014,TV-14,7 Seasons,TV Dramas
Movie,United States,1-Nov-19,2008,PG-13,99 min,Comedies
Movie,United States,1-Nov-10,1987,NR,84 min,"Cult Movies, Horror Movies"
Movie,Hong Kong,20-Sep-18,2016,TV-MA,102 min,"Dramas, International Movies"
Movie,India,17-Feb-17,2016,TV-14,134 min,"Dramas, Independent Movies, International Movies"
Movie,United States,1-Jan-18,2017,TV-MA,78 min,Documentaries
Movie,Chile,26-Aug-17,2016,TV-MA,95 min,"International Movies, Thrillers"
TV Show,Italy,31-Mar-19,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies"
TV Show,Japan,14-Jul-16,2016,TV-14,1 Season,"Anime Series, International TV Shows"
Movie,"France, Belgium",20-Dec-15,2013,TV-Y,73 min,Children & Family Movies
Movie,France,12-Jun-20,2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies"
Movie,Norway,22-Feb-17,2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies"
Movie,India,1-Aug-18,2013,TV-14,119 min,"Action & Adventure, Dramas, International Movies"
TV Show,India,15-Apr-17,2015,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
TV Show,India,1-Apr-17,2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
TV Show,India,1-Mar-18,2010,TV-14,1 Season,"International TV Shows, TV Comedies"
Movie,Hong Kong,16-Aug-18,1981,TV-PG,92 min,"Comedies, International Movies"
TV Show,"Turkey, Azerbaijan",26-Dec-16,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Movie,India,31-Dec-19,2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals"
Movie,India,1-Jan-18,1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals"
Movie,India,15-Nov-18,2017,TV-PG,132 min,"Dramas, International Movies"
Movie,United States,1-Feb-19,2018,TV-MA,91 min,Horror Movies
Movie,"United States, China, Hong Kong",26-Jul-18,2013,R,105 min,"Action & Adventure, Dramas"
Movie,"United Kingdom, France",4-Sep-18,2015,R,88 min,"Comedies, International Movies, Romantic Movies"
TV Show,,1-Dec-18,2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure"
Movie,India,1-Jan-20,1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies"
Movie,India,1-Apr-18,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies"
Movie,United States,16-Apr-17,2014,PG-13,97 min,"Dramas, Independent Movies"
Movie,United States,15-Mar-18,2016,TV-14,92 min,"Dramas, Independent Movies"
Movie,United States,8-Sep-17,2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies"
Movie,United Kingdom,15-Jan-18,2017,TV-MA,89 min,"Documentaries, International Movies"
Movie,United Kingdom,1-Jan-20,1999,PG-13,112 min,"Comedies, Dramas, International Movies"
Movie,India,15-Dec-17,2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies"
Movie,India,15-Dec-17,2017,TV-14,89 min,"Dramas, Independent Movies, International Movies"
Movie,United Kingdom,5-Jan-19,2017,TV-MA,99 min,"Horror Movies, Thrillers"
Movie,"Canada, United States",1-Dec-20,2016,R,107 min,Action & Adventure
TV Show,United States,3-Aug-18,2018,TV-14,1 Season,Docuseries
Movie,,1-May-16,2016,TV-14,29 min,Movies
TV Show,United States,,2016,TV-MA,4 Seasons,TV Comedies
Movie,India,1-Feb-17,2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies"
TV Show,United States,13-Apr-20,2019,TV-14,1 Season,"Reality TV, Romantic TV Shows"
TV Show,United States," November 1, 2019",2018,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas"
Movie,"Hong Kong, China",16-Aug-18,1986,R,90 min,"Action & Adventure, International Movies"
Movie,United States,1-Dec-19,2002,R,104 min,Stand-Up Comedy
Movie,United States,1-Jan-18,2017,TV-PG,55 min,"Documentaries, Faith & Spirituality"
Movie,India,15-Mar-18,2016,TV-14,83 min,"Documentaries, International Movies"
Movie,,15-Mar-15,2014,TV-PG,77 min,"Documentaries, Sports Movies"
Movie,United States,16-Feb-14,2013,PG,72 min,"Action & Adventure, Sci-Fi & Fantasy"
Movie,Japan,17-Jul-18,2017,PG,103 min,"Anime Features, Children & Family Movies"
Movie,"United States, United Kingdom",9-Jul-19,2018,PG,131 min,"Children & Family Movies, Music & Musicals"
TV Show,United Kingdom,26-Jul-19,2016,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV"
Movie,India,31-Dec-19,1983,TV-14,138 min,"Dramas, Independent Movies, International Movies"
Movie,South Korea,1-Feb-18,2016,NR,143 min,"Action & Adventure, International Movies"
Movie,Argentina,1-Aug-18,2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies"
Movie,India,15-Feb-18,2006,TV-14,132 min,"Comedies, Dramas, International Movies"
Movie,United States,15-Jan-17,2013,TV-14,84 min,"Dramas, Independent Movies"
Movie,Hong Kong,26-Aug-18,2014,TV-MA,99 min,"Dramas, International Movies"
Movie,Egypt,20-Jul-19,2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals"
Movie,United States,1-May-17,2016,TV-PG,114 min,Documentaries
Movie,United States,2-Sep-18,2017,TV-PG,100 min,Documentaries
Movie,India,1-Jan-18,1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies"
Movie,Mexico,14-Feb-17,2016,TV-MA,83 min,"Comedies, Dramas, International Movies"
Movie,Canada,1-Jul-19,2016,R,105 min,"Dramas, Independent Movies, Thrillers"
Movie,United States,1-Jul-19,1973,R,112 min,"Classic Movies, Dramas, Independent Movies"
Movie,Canada,9-Mar-18,2017,TV-PG,94 min,Dramas
Movie,"Poland, West Germany",1-Oct-19,1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers"
Movie,United Kingdom,25-Oct-17,2017,TV-14,48 min,Documentaries
TV Show,United Kingdom,12-Jul-19,2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows"
TV Show,Australia,12-Jul-19,2012,TV-PG,1 Season,Reality TV
Movie,India,1-Aug-18,2017,TV-PG,110 min,"Dramas, International Movies, Romantic Movies"
TV Show,,21-Jun-19,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,United States,1-Jul-18,2003,R,84 min,"Comedies, Dramas, Independent Movies"
Movie,South Korea,19-Feb-18,2017,TV-MA,118 min,"Dramas, International Movies, Thrillers"
Movie,"Germany, United States, Sweden",19-Jun-19,2018,TV-14,86 min,Documentaries
Movie,United States,19-Oct-19,1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
Movie,United States,1-Oct-19,2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
Movie,"Canada, Spain",27-Aug-17,2016,TV-MA,81 min,"Dramas, Independent Movies"
Movie,Indonesia,13-Feb-19,2009,R,112 min,"Action & Adventure, Dramas, International Movies"
TV Show,,1-May-18,2018,TV-14,1 Season,"International TV Shows, TV Dramas"
TV Show,Spain,1-Dec-16,2015,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows"
Movie,Nigeria,21-Sep-19,2018,TV-MA,106 min,"Comedies, International Movies"
TV Show,United States,1-Feb-17,2016,TV-PG,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows"
Movie,India,1-Jan-18,2009,TV-14,148 min,"Comedies, International Movies, Sci-Fi & Fantasy"
Movie,United Kingdom,1-Aug-19,2015,R,105 min,"Action & Adventure, Dramas, International Movies"
Movie,"United States, Cambodia",3-Mar-19,2016,PG,92 min,"Children & Family Movies, Comedies"
TV Show,India,1-Apr-19,2018,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
Movie,"United States, Greece",7-Sep-20,2016,PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy"
TV Show,,1-Jan-16,1996,TV-Y7,1 Season,Kids' TV
Movie,United States,16-Feb-17,2008,R,128 min,"Dramas, Independent Movies, LGBTQ Movies"
TV Show,France," September 16, 2018",2014,TV-G,2 Seasons,Kids' TV
Movie,India,1-Aug-18,2017,TV-14,128 min,"Dramas, International Movies"
TV Show,United States,15-Dec-18,2013,TV-PG,1 Season,Reality TV
Movie,"Canada, United States",1-Jun-18,2004,PG,136 min,"Children & Family Movies, Dramas, Sports Movies"
Movie,"United States, Canada",24-Apr-20,2012,PG,106 min,"Children & Family Movies, Comedies"
Movie,India,20-Feb-17,2016,TV-MA,129 min,"Dramas, International Movies, Music & Musicals"
